Index,Comentario,Fecha;;;;,clasificacion,valoracion
914,"Bonita experiencia, muchas cosas que hacer y la naturaleza cuidada, bien mantenida. Muchos banos y hay lugares para rellenar botellas de agua (puedes llevar la tuya y no comprar una cara alla). Mala senal de wifi, lo que es peligroso porque es facil perderte de tu grupo, y muy caro todo. Recomiendo llevar sombrero y calzado comodo pero fresco, mas ropa de cambio. Hay actividades pagadas (lancha adrenalina, delfines, etc.) pero pierdes tiempo para hacer actividades muy lindas y gratuitas.",15 de septiembre de 2022;;;;,"general, naturaleza/atracciones, precio, no clasificable","Positivo, Positivo, Negativo, Neutro"
915,Ojala no cambien nada porque son los mejores?!!!,15 de septiembre de 2022;;;;,<general>,Positivo
916,"El show nocturno no se lo pueden perder. Yo estaba hospedado en el hotel asi que disponia de entrar a varios restaurante durante el dia que fui alla. Un dia es poco, deben ser varios dias para ver todo. Todos en mi familia felices y contentos con toooodo!!!!",15 de septiembre de 2022;;;;,"general, show, buffet","Positivo, Positivo, Positivo"
917,Vacaciones amigos,15 de septiembre de 2022;;;;,<no clasificable>,Neutro
918,"Muy buena experiencia y el Show muy impresionante, fue una experiencia grata en grupo, nos divertimos, solo el clima (lluvia) no ayudo mucho.",14 de septiembre de 2022;;;;,"general, show, no clasificable","Positivo, Positivo, Neutro"
919,Volveremos!!!,14 de septiembre de 2022;;;;,<general>,Positivo
920,"El parque es realmente espectacular, me gusto mucho que todo estaba organizado y muy limpio. Hay bastantes actividades para hacer y el show nocturno es en realidad excelente.",14 de septiembre de 2022;;;;,"<general>, <naturaleza/atracciones>, <show>","Positivo, Positivo, Positivo"
921,Inolvidable,14 de septiembre de 2022;;;;,<general>,Positivo
922,Yo les aconsejo que conozcan primero el parque almuercen ya que es muy grande  y luego si ingresen al rio y se toma mas de una hora la travesia,14 de septiembre de 2022;;;;,"<general>, <no clasificable>",Neutro
923,Muy buena y agotadora,13 de septiembre de 2022;;;;,<general>,Positivo
924,Nado Subterraneo muy relajante y mi sugerencia volver nuevamente para terminar de conocer el parque que es espectacular y tengo la suerte de venir cada 4 anos.,13 de septiembre de 2022;;;;,"<general>, <naturaleza/atracciones>",Positivo
925,Experiencia Unica en la vida,13 de septiembre de 2022;;;;,<general>,Positivo
926,"Rios subterraneos, lo volveria hacer todas las veces, es algo que no se ve en cualquier pais, el espectaculo de historia de Mexico es inigualable y con una puesta en escena envidiable.",12 de septiembre de 2022;;;;,"naturaleza/atracciones, show",Positivo
927,ESPECTACULAR,12 de septiembre de 2022;;;;,<general>,Positivo
928,El show sin duda alguna fue la mejor parte de esta experiencia Recomendacion,12 de septiembre de 2022;;;;,"show, general",positivo
929,Espectacular,12 de septiembre de 2022;;;;,<general>,Positivo
930,"Si tienen la oportunidad, vivan el show Mexico Espectacular con la cena que ofrece Xcaret, el menu es delicioso y es una experiencia inigualable.",11 de septiembre de 2022;;;;,"show, buffet","Positivo, Positivo"
931,La grandeza de Mexico,11 de septiembre de 2022;;;;,<no clasificable>,Neutro
932,Siempre se disfruta que no te preocupes por nada mas que de divertirte pero el ser parte de el show nocturno es grandioso mi corazon y alma se conectan con mis raices y tradicion Gracia por compartir de su sueno grupo Xcaret,11 de septiembre de 2022;;;;,"general, show",Positivo
933,Espectacular experiencia,10 de septiembre de 2022;;;;,<general>,Positivo
934,Excelente experiencia! Damos gracias al chofer y al animador que nos oriento muy bien. Todo el lugar esta hermoso,10 de septiembre de 2022;;;;,"general, trato personal, naturaleza/atracciones","Positivo, Positivo, Positivo"
935,Fantastico,10 de septiembre de 2022;;;;,<general>,Positivo
936,"Parque espectacular, comida excelente, un show nocturno inigualable, $150 por persona en el hotel y en la taquilla $165 por persona, por agencia $175 por persona",10 de septiembre de 2022;;;;,"<general>, <buffet>, <show>, <precio>","Positivo, Positivo, Positivo, Neutro"
937,Seguro volvere,10 de septiembre de 2022;;;;,<general>,Positivo
938,"Definitivamente un lugar que volveria a visitar.Me encanto la organizacion, la variedad, el buffet estaba ok, lo que no me parecio tan bien son los precios de las bebidas, pagamos por un frozen con un shot de tequila $28 dolares El show del final hermoso, ame el show de los Caballos previos al show.",10 de septiembre de 2022;;;;,"general, buffet, precio, show","Positivo, Neutro, Negativo, Positivo"
939,Fantastico y hermoso,10 de septiembre de 2022;;;;,<general>,Positivo
940,"Todo me gusto mucho, fue muy agradable y emocionante.El show es muy hermoso para las personas que queremos conocer mucho mas de la cultura mexicana",10 de septiembre de 2022;;;;,"general, show","Positivo, Positivo"
941,Dia maravilloso,9 de septiembre de 2022;;;;,<general>,Positivo
942,"Excelente servicio como siempre, la atencion de cenovio del restaurante la caleta super de 10... gracias por la atencion todo estubo genial",9 de septiembre de 2022;;;;,"trato personal, buffet",Positivo
943,Excelente experiencia!,9 de septiembre de 2022;;;;,<general>,Positivo
944,"Espectacular, nos encanto el paseo entre los manglares en el rio, las tirolesas en el agua, el snorkeling y los ceneotes, todo muy bueno, lo recomiendo.",8 de septiembre de 2022;;;;,"general, naturaleza/atracciones",Positivo
945,VIVENCIA INOVIDABLE,8 de septiembre de 2022;;;;,<general>,Positivo
946,"Excelente espectaculo nocturno, el recorrido por el rio una aventura unica y deliciosa la comida del restaurante internacional.",8 de septiembre de 2022;;;;,"show, naturaleza/atracciones, buffet","Positivo, Positivo, Positivo"
947,Excelente experiencia,8 de septiembre de 2022;;;;,<general>,Positivo
948,"Supero mis expectativas un parque demasiado hermoso con actividades extraordinarias, el show simplemente hermoso",8 de septiembre de 2022;;;;,"<general>, <show>, <naturaleza/atracciones>",Positivo
949,Excepcional,7 de septiembre de 2022;;;;,<general>,Positivo
950,El show nocturno estuvo espectacular.  Los rios y los paisajes son hermosos. Los pajaros son hermosos todo esta muy bonito.,7 de septiembre de 2022;;;;,"naturaleza/atracciones, show","Positivo, Positivo"
951,"Mala experiencia en el show al ultimo , la foto que piden no es la de el show es del roof top casa piramide",7 de septiembre de 2022;;;;,"show, no clasificable",Negativo
952,El show nocturno mexico espectacular creo que se llama esta muy bonito el lugar pero la verdad con tanta gente se sofoca mucho el calor demasiado deberian de hacerlo en un ecenario cerrado con aire acondicionado aunque fuera mas chico pero que fueran mas funciones cerrar este para que tenga aire acondicionado,6 de septiembre de 2022;;;;,"show, no clasificable","Positivo, Negativo"
953,Increible,6 de septiembre de 2022;;;;,<general>,Positivo
954,Muy buenaUn grandioso recorrido muy buen ambiente igual muy buen trato  no me arrepiento de aver ido,6 de septiembre de 2022;;;;,"<general>, <trato personal>","Positivo, Positivo"
955,Buena experiencia,5 de septiembre de 2022;;;;,<general>,Positivo
956,"Buena experiencia en el parque, desde todas las actividades de agua hasta el espectaculo nocturno, para repetir.",5 de septiembre de 2022;;;;,"general, show, naturaleza/atracciones",Positivo
957,Hay que llegar temprano.,5 de septiembre de 2022;;;;,<no clasificable>,Neutro
958,"Nadamos en el rio maya, caminamos un poco el parque, comimos en el restaurante La  Laguna, estuvimos en las playas y al final del dia en el show o espectaculo de la noche.",4 de septiembre de 2022;;;;,"general, naturaleza/atracciones, buffet, show",Positivo
959,Bonito lugar,4 de septiembre de 2022;;;;,<general>,Positivo
960,Muy excelente todo desde la atencion del personal y servicios prestados en las instalaciones en buenas condiciones,3 de septiembre de 2022;;;;,"general, trato personal, naturaleza/atracciones",Positivo
961,Para pasar un buen dia.,3 de septiembre de 2022;;;;,<general>,Positivo
962,"En general muy bien, el sitio es muy bonito y el personal amable, pudimos entrar a nadar en un rio solo por el tiempo.Comimos en la laguna porque leimos que era el mejor y acertamos!!Nos encanto la playa porque retiraban las algas y podias banarte mejor que en cualquier playa de fuera del parque.En mi opinion como mejora faltaria una app para usar sin conexion para poder moverte por el parque o wifi en mas lugares, aveces era dificil ubicarnos.Tambien antes del espectaculo habia pocas duchas para tanta gente.La primera parte del espectaculo que era teatralizado estaba muy bien, la segunda parte que eran las canciones tipicas de cada lugar se nos hizo un poco largo.",3 de septiembre de 2022;;;;,"general, trato personal, buffet, naturaleza/atracciones, show, no clasificable","Positivo, Positivo, Positivo, Positivo, Neutro, Neutro"
963,Esta bien para conocer. Lindo show de cierre.,3 de septiembre de 2022;;;;,"general, show","Positivo, Positivo"
964,"En general el parque es lindo y esta muy bien de mantenimiento. A mi parecer esta sobrevalorado, la entrada es muy costosa y todo es adicional.La nina hizo una actividad adicional llamada kids adventure, en la que tocaba y nadaba con rayas. Me parecio algo bonito, que seguramente ella recordaraLos restaurantes tienen buena comida incluida en el buffet, si no lo incluyes vale aprox usd 50.Algunos animales muy solos, da algo de pesar ese cautiverio para algunos felinos.En general es algo similar a un zoologico con ambientacion mexicana y con un show muy lindo que bien valdria la pena iniciarlo un poco mas temprano, pues los ninos a esa hora ya suelen estar cansados.Por mejorar",2 de septiembre de 2022;;;;,"general, precio, naturaleza/atracciones, animales, buffet, show","Positivo, Negativo, Neutro, Negativo, Positivo, Neutro"
965,Maravillosa experiencia!,2 de septiembre de 2022;;;;,<general>,Positivo
966,El parque Xcaret es fabuloso para hacer snorkel. Su agua turquesa transparente te permite ver muy bien debajo del agua.,1 de septiembre de 2022;;;;,naturaleza/atracciones,Positivo
967,"Poca etica animal, los tienen encerrados en espacios muy pequenos.",1 de septiembre de 2022;;;;,animales,Negativo
968,"Es decepcionante la manera en que tienen a los animales encerrados en espacios sumamente pequenos. Tienen pequenos codornices recien nacidos exhibiendo en partes del parque en unos cubiculos muy pequenos, algunos hasta estan muertos.El parque es regular, el show de Mexico Espectacular es lo unico increible y hermoso.No volveria, me voy decepcionada y triste de lo nada etico que es tener a los animales asi.",1 de septiembre de 2022;;;;,"animales, general, show","Negativo, Negativo, Positivo"
969,Nice,31 de agosto de 2022;;;;,<general>,Positivo
970,"Esta bonito, el espectaculo estuvo increible, buena comida, precios altos, pero se entiende de antemano por la zona",31 de agosto de 2022;;;;,"general, show, buffet, precio","positivo, positivo, positivo, neutro"
971,Increible!,31 de agosto de 2022;;;;,<general>,Positivo
972,"Excelente parque super entretenido, con todo lo requieres de aventura, diversion, comida todo para gustos, para pareja y la familia! El espectaculo hace que uno como mexicano se sienta orgulloso de toda la riqueza que tenemos, es un show espectacular y hermoso, lo disfrutamos con la cena festejando nuestro aniversario!La cena exquisita creativa y muy representativa de nuestro Pais! Es un lugar que uno no puede perder!",30 de agosto de 2022;;;;,"general, show, buffet",Positivo
973,GRAN EXPERIENCIA,30 de agosto de 2022;;;;,<general>,Positivo
974,"Tuvimos la oportunidad de hacer paraxute que fue increible, tal vez seria bueno que en la entrada hubiera una fila especial para aquellos que ya reservaron las actividades extra por internet ya que tuvimos que hacer una fila larga detras de personas que hasta ahora iban a comprar las actividades, de resto fue una experiencia increible todo el parque, la comida y el show nocturno",30 de agosto de 2022;;;;,"general, naturaleza/atracciones, buffet, show, no clasificable","Positivo, Positivo, Positivo, Positivo, Neutro"
975,Fantastico,30 de agosto de 2022;;;;,<general>,Positivo
976,Una experiencia espectacular! Felicidades! Volvere a visitarlos a Xcaret y tambien a conocer sus otros parques con total seguridad! ,29 de agosto de 2022;;;;,<general>,Positivo
977,Magico,29 de agosto de 2022;;;;,<general>,Positivo
978,"Sitio increible! Nuestra guia Ana victoria (Anita) un encanto, ibamos un grupo de 52 personas y nos hizo el camino hacia el parque y la vuelta muy amena ,la verdad es que es una gran profesional y se le veia la pasion que tiene por su trabajo!El parque es espectacular, tienes mil cosas que hacer ,el espectaculo nocturno es.... impresionante!Lo unico que veo que se exceden un poco es con el precio.Lo demas perfecto!",29 de agosto de 2022;;;;,"general, trato personal, show, precio","Positivo, Positivo, Positivo, Negativo"
